hhid,hhgroup,sample_segment,sample_county,final_cnty,cityofredmond,cityofseattle,psrc,final_home_tract,final_home_bg,final_home_puma10,final_home_rgcnum,final_home_uvnum,final_home_taz2010,travelweek,traveldate,dayofweek,hhsize,vehicle_count,numadults,numchildren,numworkers,lifecycle,hhincome_detailed,hhincome_followup,hhincome_broad,car_share,rent_own,res_dur,res_type,res_months,offpark,offpark_cost,streetpark,prev_home_wa,prev_home_tract,prev_home_bg,prev_home_puma10,prev_home_rgcname,prev_home_taz2010,prev_home_notwa_notus,prev_home_notwa_city,prev_home_notwa_zip,prev_home_notwa_state,prev_rent_own,prev_res_type,res_factors_30min,res_factors_afford,res_factors_closefam,res_factors_hhchange,res_factors_hwy,res_factors_school,res_factors_space,res_factors_transit,res_factors_walk,rmove_optin,diary_incentive_type,extra_incentive,call_center,mobile_device,contact_email,contact_phone,foreign_language,google_translate,recruit_start_pt,recruit_end_pt,recruit_duration_min,numdayscomplete,day1complete,day2complete,day3complete,day4complete,day5complete,day6complete,day7complete,num_trips,nwkdays,hh_wt_revised,hh_day_wt_revised
17147485,2,2,Pierce,3,0,0,1,53053940010,530539400102,11505,1,0,3234,5,5/2/17,3,1,1,1,0,1,4,5,,3,2,2,1,2,1,2,0,3,1,53053071411,530530714111,11504,,3436,,,,,1,1,5,5,5,1,3,5,2,1,5,,2,0,0,1,1,0,0,0,06:45.9,22:54.1,16,1,1,,,,,,,8,1,4512.369222,4512.369222
17147528,2,3,Pierce,3,0,0,1,53053060600,530530606004,11501,1,0,2802,2,4/11/17,3,1,1,1,0,0,5,2,,1,2,2,6,4,1,1,0,1,,,,,,,,,,,,,3,5,4,4,4,3,4,2,4,,1,0,0,0,1,0,0,0,14:02.0,30:56.3,676,1,1,,,,,,,6,1,512.6624921,512.6624921
17147547,2,3,King,1,0,0,1,53033002700,530330027003,11601,1,0,128,1,4/4/17,3,3,3,3,0,3,7,8,,5,2,1,7,1,1,4,0,1,,,,,,,,,,,,,3,4,3,4,5,3,5,5,5,,2,0,0,0,1,0,0,0,21:53.4,32:46.8,11,1,1,,,,,,,11,1,493.895519,493.895519
17147562,2,59,King,1,0,1,0,53033000700,530330007001,11602,1,21,23,5,5/3/17,4,2,2,2,0,2,7,8,,5,2,1,6,2,1,1,0,1,,,,,,,,,,,,,3,5,2,1,4,1,4,5,5,2,1,0,0,0,1,0,0,0,10:03.7,23:05.9,13,1,1,,,,,,,4,1,4.25,4.25
17147565,2,56,King,1,0,1,0,53033007000,530330070004,11603,1,37,397,1,4/6/17,5,1,1,1,0,0,3,3,,2,1,1,1,4,1,1,0,1,1,53033003600,530330036004,11601,,177,,,,,2,4,3,3,4,3,3,3,3,4,5,,1,0,0,0,1,0,0,0,56:15.8,04:23.6,8,1,1,,,,,,,2,1,14.09088261,14.09088261
17147570,2,42,King,1,1,0,0,53033032309,530330323091,11607,1,0,1657,5,5/3/17,4,3,1,2,1,1,1,7,,5,2,2,2,4,1,10,85,4,1,53033023000,530330230003,11608,,1578,,,,,2,3,1,1,4,5,2,2,2,4,4,,2,1,0,0,1,0,0,0,49:28.1,28:31.3,39,1,1,,,,,,,12,1,2.660212261,2.660212261
17147576,2,43,King,1,1,0,0,53033032309,530330323092,11607,16,0,1656,8,5/23/17,3,1,0,1,0,1,3,7,,5,2,2,1,4,1,0,,1,1,53033022802,530330228022,11607,,1627,,,,,2,1,5,3,4,5,4,1,3,5,5,,3,1,0,1,1,0,0,0,56:17.6,09:47.2,13,1,1,,,,,,,5,1,101.7968446,101.7968446
17147589,2,51,King,1,0,1,0,53033008001,530330080014,11603,20,7,451,4,4/26/17,4,1,1,1,0,1,4,8,,5,2,1,5,4,1,1,100,1,,,,,,,,,,,,,5,3,5,3,4,3,5,5,5,,1,0,0,0,1,0,0,0,19:09.1,32:50.1,13,1,1,,,,,,,6,1,346.4760086,346.4760086
17147592,2,13,King,1,0,0,1,53033023804,530330238042,11608,3,0,1547,4,4/27/17,5,2,1,2,0,1,6,5,,3,2,1,3,1,1,1,0,4,1,53033022400,530330224004,11607,,1665,,,,,1,1,3,1,3,3,3,3,3,3,3,,1,0,0,0,,,0,0,38:41.3,44:41.6,6,1,1,,,,,,,8,1,212.6,212.6
17147596,2,59,King,1,0,1,0,53033000700,530330007001,11602,1,21,24,4,4/27/17,5,1,1,1,0,1,4,3,,2,2,2,4,4,1,10,30,1,1,53033004400,530330044004,11602,Seattle University Community,281,,,,,2,4,3,1,2,3,3,3,3,2,3,2,4,0,0,0,,,0,0,05:49.6,21:46.0,16,1,1,,,,,,,4,1,4.254106179,4.254106179
17147651,2,51,King,1,0,1,0,53033007402,530330074023,11603,20,14,547,4,4/26/17,4,2,2,2,0,2,7,7,,5,1,2,6,4,1,2,150,3,,,,,,,,,,,,,5,3,1,3,4,1,3,5,5,2,1,0,0,0,1,0,0,0,56:35.0,10:12.6,14,1,1,,,,,,,6,1,23.57447349,23.57447349
17147656,2,43,King,1,1,0,0,53033032309,530330323092,11607,16,0,1674,3,4/18/17,3,1,0,1,0,1,3,7,,5,2,2,4,4,1,10,0,1,1,53033022802,530330228021,11607,,1658,,,,,2,4,2,5,5,2,4,2,4,5,5,,1,1,0,0,1,0,0,0,58:15.5,11:22.1,13,1,1,,,,,,,4,1,100.4917487,100.4917487
17147692,2,23,King,1,1,0,0,53033022606,530330226064,11607,1,0,1644,2,4/11/17,3,3,2,3,0,2,7,9,,5,2,1,6,1,1,2,0,1,,,,,,,,,,,,,4,4,3,3,3,5,3,4,3,,1,0,0,0,1,0,0,0,02:05.5,16:47.8,14,1,1,,,,,,,10,1,23.875,23.875
17147693,2,3,King,1,0,0,1,53033011900,530330119001,11604,1,0,854,6,5/11/17,5,3,3,3,0,1,8,7,,5,2,1,6,1,1,6,0,3,,,,,,,,,,,,,5,4,5,3,4,3,4,3,4,2,3,0,1,0,,,0,0,56:02.8,13:04.3,17,1,1,,,,,,,8,1,5991.447583,5991.447583
17147694,2,22,King,1,1,0,0,53033022605,530330226051,11607,1,0,1703,4,4/25/17,3,2,3,2,0,2,7,11,5,5,2,1,7,1,1,4,0,1,,,,,,,,,,,,,3,3,1,3,4,4,4,1,4,,1,0,0,0,1,0,0,0,32:31.6,44:00.7,12,1,1,,,,,,,13,1,16.1,16.1
17147731,2,57,King,1,0,1,0,53033002600,530330026003,11602,1,32,184,4,4/25/17,3,2,2,2,0,0,8,7,,5,2,1,7,1,1,1,0,1,,,,,,,,,,,,,5,4,4,1,4,5,3,5,4,2,1,0,0,0,1,0,0,0,58:44.9,09:26.1,11,1,1,,,,,,,19,1,9.601255505,9.601255505
17147734,2,23,King,1,1,0,0,53033032309,530330323093,11607,1,0,1683,9,5/31/17,4,2,1,2,0,2,7,5,,3,1,1,6,1,1,2,0,1,,,,,,,,,,,,,5,5,3,3,3,3,5,3,3,,1,0,0,0,1,0,0,0,52:38.1,06:05.0,14,1,1,,,,,,,16,1,251.1290999,251.1290999
17147739,1,51,King,1,0,1,0,53033004700,530330047004,11601,1,5,256,2,4/11/17,3,2,1,2,0,1,6,6,,4,2,2,1,4,5,1,160,4,2,,,,,,0,Sunnyvale,,5,2,1,5,5,1,5,2,3,3,3,5,1,,0,0,0,1,0,0,0,20:57.0,53:27.4,153,6,1,0,1,1,1,1,1,36,3,23.95109515,7.983698382
17147753,2,2,King,1,0,0,1,53033029303,530330293035,11610,1,0,1306,1,4/5/17,4,2,1,2,0,0,8,11,6,6,2,2,1,6,1,0,,4,1,53033026802,530330268024,11611,,894,,,,,2,6,1,5,5,1,2,1,5,3,3,,4,0,0,0,,,0,0,12:33.0,56:40.1,44,1,1,,,,,,,0,1,6323.929593,6323.929593
17147761,2,59,King,1,0,1,0,53033005200,530330052002,11602,24,35,307,9,6/1/17,5,1,0,1,0,0,3,3,,2,1,2,3,4,1,7,250,1,1,53033005200,530330052002,11602,Seattle University Community,307,,,,,2,4,4,5,4,2,3,3,2,5,5,,1,0,0,0,1,0,0,0,15:03.5,22:48.4,7,1,1,,,,,,,4,1,4.901065294,4.901065294
17147797,1,52,King,1,0,1,0,53033005900,530330059001,11603,1,6,341,6,5/9/17,3,1,1,1,0,1,3,4,,2,2,2,2,4,1,1,50,1,2,,,,,,0,,22901,,2,1,5,5,1,1,1,1,2,5,4,1,,0,0,1,1,0,0,0,45:46.2,59:50.3,14,6,1,0,1,1,1,1,1,2,3,21.45142651,7.150475502
17147804,2,12,King,1,0,0,1,53033010500,530330105001,11605,1,0,733,9,5/31/17,4,1,0,1,0,1,3,2,,1,2,2,1,1,1,2,0,3,2,,,,,,0,Portland,97212,37,2,4,4,5,4,1,4,1,5,5,5,,2,0,0,0,1,0,0,0,52:47.2,03:59.3,11,1,1,,,,,,,9,1,245.9715727,245.9715727
17147826,2,50,King,1,0,1,0,53033008400,530330084002,11603,21,16,575,8,5/23/17,3,1,0,1,0,1,3,6,,4,2,2,1,4,1,10,0,3,2,,,,,,0,,10302,,4,2,2,4,1,1,1,1,4,5,5,2,1,0,0,0,1,0,0,0,44:51.7,16:06.4,32,1,1,,,,,,,5,1,45.81253883,45.81253883
17147846,2,55,King,1,0,1,0,53033011401,530330114012,11605,1,41,796,1,4/4/17,3,1,1,1,0,0,5,7,,5,2,1,6,4,1,1,0,1,,,,,,,,,,,,,2,4,3,3,2,3,2,4,5,,1,0,0,1,1,0,0,0,52:05.7,05:27.4,13,1,1,,,,,,,2,1,13.85459743,13.85459743
17147849,2,50,King,1,0,1,0,53033006700,530330067002,11603,25,33,402,2,4/13/17,5,2,1,2,0,2,7,9,,5,2,1,5,2,1,2,0,2,,,,,,,,,,,,,5,4,1,1,3,1,1,5,5,2,3,0,0,0,1,0,0,0,44:11.3,02:38.1,18,1,1,,,,,,,6,1,46.11126897,46.11126897
17147879,1,2,Snohomish,4,0,0,1,53061940001,530619400014,11706,1,0,2171,7,5/16/17,3,2,3,2,0,2,8,7,,5,2,1,5,1,1,8,0,3,,,,,,,,,,,,,1,5,1,1,1,1,1,1,1,1,,0,0,0,1,0,0,0,42:44.3,04:02.2,22,5,0,1,1,0,1,1,1,21,3,546.9,182.3
17147904,2,11,Snohomish,4,0,0,1,53061051500,530610515004,11701,1,0,2580,7,5/16/17,3,2,1,2,0,1,7,4,,2,2,3,1,4,1,10,0,3,1,,,,,,,,,,3,4,5,5,5,4,4,1,4,4,4,,1,1,0,0,1,0,0,0,09:16.1,17:49.6,8,1,1,,,,,,,4,1,267.425,267.425
17147949,2,51,King,1,0,1,0,53033007500,530330075003,11604,21,9,426,8,5/23/17,3,1,1,1,0,1,3,8,,5,2,2,2,4,1,1,0,3,2,,,,,,0,Portland,,37,2,4,5,3,4,2,2,1,4,5,5,2,1,0,0,0,1,0,0,0,23:25.8,30:54.9,7,1,1,,,,,,,2,1,50.26724464,50.26724464
17148005,2,2,King,1,0,0,1,53033025200,530330252002,11610,1,0,1406,4,4/25/17,3,1,2,1,0,1,3,3,,2,2,2,2,4,1,2,200,3,1,53033032215,530330322152,11609,,1943,,,,,2,1,4,5,3,4,1,1,1,1,1,,1,0,0,1,1,0,0,0,55:31.3,05:31.8,10,1,1,,,,,,,2,1,552.9000044,552.9000044
17148010,2,51,King,1,0,1,0,53033006100,530330061004,11603,1,15,363,9,5/31/17,4,1,1,1,0,1,3,11,4,4,2,2,4,4,1,1,0,2,1,53033000700,530330007003,11602,,25,,,,,2,4,5,4,4,1,4,1,4,4,4,,1,0,0,0,,,0,0,48:30.6,00:21.7,12,1,1,,,,,,,9,1,23.56580762,23.56580762
17148013,2,56,King,1,0,1,0,53033007000,530330070004,11603,1,37,397,1,4/5/17,4,2,0,2,0,2,6,7,,5,2,2,2,4,1,10,125,1,1,53033007000,530330070003,11603,,400,,,,,2,4,5,4,4,3,3,1,2,5,4,,1,0,0,0,1,0,0,0,47:37.3,56:45.4,9,1,1,,,,,,,8,1,145.3097581,145.3097581
17148018,2,2,King,1,0,0,1,53033010200,530330102003,11604,1,0,768,4,4/25/17,3,2,2,2,0,0,8,7,,5,2,1,6,1,1,3,0,1,,,,,,,,,,,,,3,4,5,3,4,3,4,3,3,,1,0,0,0,1,0,0,0,22:47.1,49:52.2,27,1,1,,,,,,,6,1,583.9736409,583.9736409
17148025,2,53,King,1,0,1,0,53033005200,530330052005,11602,24,36,280,2,4/11/17,3,4,1,2,2,2,1,11,5,5,1,1,1,4,1,10,0,3,1,53033005200,530330052005,11602,Seattle University Community,280,,,,,2,4,1,1,1,3,1,1,3,1,1,,2,0,0,0,1,0,0,0,55:47.6,18:51.4,83,1,1,,,,,,,16,1,26.5332195,26.5332195
17148035,2,59,King,1,0,1,0,53033000700,530330007001,11602,1,21,23,7,5/18/17,5,1,1,1,0,1,3,2,,1,2,2,2,4,1,8,0,1,1,53033001200,530330012003,11602,Seattle Northgate,67,,,,,2,4,5,5,4,3,4,3,4,4,4,,1,0,0,0,1,0,0,0,18:11.6,26:52.2,8,1,1,,,,,,,2,1,4.482167865,4.482167865
17148070,2,42,King,1,1,0,0,53033032309,530330323091,11607,1,0,1657,7,5/17/17,4,1,0,1,0,0,3,1,,1,2,4,1,5,4,0,,1,1,53033022001,530330220013,11606,,1772,,,,,3,4,5,5,4,4,4,5,4,4,5,2,2,1,0,0,,,0,0,54:34.2,04:12.5,10,1,1,,,,,,,0,1,2.906881977,2.906881977
17148102,2,51,King,1,0,1,0,53033004700,530330047003,11601,1,5,242,9,5/31/17,4,3,2,2,1,2,1,7,,5,1,1,5,4,1,2,125,3,,,,,,,,,,,,,4,3,4,3,1,5,1,5,5,,1,0,0,0,1,0,0,0,40:11.9,03:47.0,83,1,1,,,,,,,12,1,25.2117037,25.2117037
17148155,2,3,King,1,0,0,1,53033024800,530330248002,11608,1,0,1470,8,5/25/17,5,2,2,2,0,2,6,7,,5,2,1,2,1,1,3,0,1,1,53033025400,530330254003,11610,,1405,,,,,1,1,5,3,5,4,5,4,5,3,3,2,1,0,0,0,,,0,0,33:38.6,43:08.3,10,1,1,,,,,,,6,1,493.0510507,493.0510507
17148181,1,56,King,1,0,1,0,53033007300,530330073002,11603,20,14,431,6,5/9/17,3,1,0,1,0,1,4,2,,1,2,2,1,4,1,0,,3,1,53033021802,530330218021,11606,,1795,,,,,2,1,5,5,3,3,3,3,4,5,5,1,,0,0,0,1,0,0,0,40:33.4,49:57.0,9,6,1,1,1,1,1,1,0,13,3,71.19307187,23.73102395
17148185,2,23,King,1,1,0,0,53033032313,530330323132,11607,1,0,1649,2,4/11/17,3,2,2,2,0,2,6,5,,3,2,2,3,4,1,10,40,3,1,53033004400,530330044004,11602,Seattle University Community,281,,,,,2,1,4,4,4,2,3,4,4,4,5,2,1,0,0,0,1,0,0,0,09:23.1,21:07.7,12,1,1,,,,,,,8,1,23.875,23.875
17148201,2,59,King,1,0,1,0,53033000700,530330007001,11602,1,21,23,4,4/26/17,4,1,1,1,0,1,5,4,,2,2,1,7,3,1,1,0,1,,,,,,,,,,,,,4,5,5,1,3,1,3,5,4,,2,0,0,0,0,1,0,0,58:13.3,10:36.0,12,1,1,,,,,,,4,1,5.182223055,5.182223055
17148208,2,51,King,1,0,1,0,53033004700,530330047003,11601,1,5,256,5,5/2/17,3,1,1,1,0,1,4,10,,5,2,2,2,4,1,1,50,3,1,53033007200,530330072003,11603,Seattle Downtown,462,,,,,2,4,5,2,4,4,3,1,1,4,4,2,1,0,0,0,1,0,0,0,08:24.2,18:34.3,10,1,1,,,,,,,2,1,23.24875051,23.24875051
17148214,2,3,King,1,0,0,1,53033003300,530330033002,11601,1,0,237,5,5/2/17,3,3,1,2,1,2,2,5,,3,2,2,5,3,1,1,0,1,,,,,,,,,,,,,5,5,3,3,4,5,5,4,5,2,3,0,0,0,1,1,0,0,07:46.9,21:25.3,14,1,1,,,,,,,13,1,560.9619166,560.9619166
17148236,1,43,King,1,1,0,0,53033032309,530330323092,11607,16,0,1656,2,4/11/17,3,1,0,1,0,1,3,8,,5,1,2,4,4,1,0,,3,1,53033024800,530330248002,11608,,1471,,,,,2,1,5,4,4,3,2,3,4,5,5,1,,1,0,0,1,0,0,0,58:53.3,13:55.3,15,7,1,1,1,1,1,1,1,42,4,4.305467258,1.076366814
17148237,1,52,King,1,0,1,0,53033010900,530330109002,11605,1,18,778,9,5/30/17,3,1,1,1,0,1,4,2,,1,2,2,2,3,1,3,0,1,1,53033011600,530330116001,11605,,786,,,,,2,3,5,5,4,3,4,3,2,5,4,1,,1,0,0,1,0,0,0,40:32.2,51:25.8,11,3,1,0,0,0,1,1,0,57,1,22.49817057,22.49817057
17148285,2,22,King,1,1,0,0,53033032324,530330323243,11607,1,0,1682,4,4/27/17,5,2,2,2,0,1,8,9,,5,2,1,7,1,1,4,0,1,,,,,,,,,,,,,3,5,4,3,3,5,3,1,1,,5,0,0,0,,,0,0,44:09.8,56:49.0,12,1,1,,,,,,,4,1,16.10934882,16.10934882
17148317,2,32,King,1,1,0,0,53033032324,530330323242,11607,16,0,1676,3,4/18/17,3,2,2,2,0,0,8,6,,4,2,1,7,1,1,2,0,1,,,,,,,,,,,,,3,4,4,1,5,5,5,2,4,,4,0,0,0,1,0,0,0,25:46.5,41:24.7,16,1,1,,,,,,,4,1,12.225,12.225
17148394,2,1,King,1,0,0,1,53033030801,530330308013,11614,1,0,1161,3,4/19/17,4,2,1,2,0,0,6,11,6,6,2,2,4,5,1,1,0,4,1,53053073301,530530733011,11505,,3221,,,,,2,4,4,4,3,3,4,1,3,3,3,,1,0,0,0,1,0,0,0,57:48.6,06:36.9,9,1,1,,,,,,,7,1,3854.019059,3854.019059
17148416,2,51,King,1,0,1,0,53033004700,530330047003,11601,1,5,240,3,4/18/17,3,3,1,2,1,1,1,9,,5,1,2,3,4,1,1,125,3,2,,,,,,0,Tucson ,,3,2,2,5,4,3,4,2,1,2,5,4,,1,0,0,1,1,0,0,0,34:45.1,46:19.8,12,1,1,,,,,,,9,1,27.73177911,27.73177911
17148429,2,55,King,1,0,1,0,53033010001,530330100013,11605,1,25,711,1,4/4/17,3,1,0,1,0,0,5,1,,1,2,2,4,4,1,0,,1,1,53033011700,530330117003,11605,,821,,,,,2,1,3,5,5,3,2,3,5,5,5,,1,0,0,0,1,0,0,0,19:27.7,23:31.0,4,1,1,,,,,,,4,1,14.98854838,14.98854838
17148435,2,12,Kitsap,2,0,0,1,53035081200,530350812002,11802,1,0,3615,5,5/4/17,5,1,1,1,0,0,4,1,,1,2,2,3,2,1,1,0,1,1,53035080600,530350806002,11802,,3601,,,,,2,2,3,5,5,3,3,2,3,4,4,,1,0,0,0,1,0,0,0,33:55.7,44:46.8,11,1,1,,,,,,,7,1,197.3328962,197.3328962
17148442,2,50,King,1,0,1,0,53033008300,530330083002,11603,21,16,574,4,4/27/17,5,2,0,2,0,0,8,6,,4,2,2,1,4,1,10,0,1,2,,,,,,0,new york,10010,,2,4,1,4,5,1,3,1,4,5,5,,4,0,0,0,,,0,0,45:02.5,54:15.4,9,1,1,,,,,,,3,1,51.55362321,51.55362321
17148459,2,58,King,1,0,1,0,53033008100,530330081003,11603,20,12,499,8,5/23/17,3,2,1,2,0,2,7,9,,5,2,2,1,4,1,1,0,3,2,,,,,,0,Lahaina,,11,2,2,5,4,3,3,3,1,3,5,5,2,2,0,0,0,,,0,0,59:30.6,09:15.3,10,1,1,,,,,,,9,1,6.919243572,6.919243572
17148464,2,52,King,1,0,1,0,53033001800,530330018003,11601,1,4,92,5,5/4/17,5,2,2,2,0,2,7,5,,3,2,1,5,1,1,2,0,1,,,,,,,,,,,,,5,5,3,3,4,1,4,3,4,2,2,0,0,0,1,0,0,0,24:12.1,34:44.9,10,1,1,,,,,,,4,1,20.775,20.775
17148485,1,13,King,1,0,0,1,53033023804,530330238042,11608,3,0,1547,2,4/11/17,3,2,2,2,0,2,6,11,6,6,1,2,3,4,1,10,85,1,1,53033005301,530330053012,11602,Seattle University Community,282,,,,,2,4,3,3,5,3,5,3,3,5,5,1,,0,0,0,1,0,0,0,49:58.6,03:01.2,14,5,0,0,1,1,1,1,1,53,2,4692.300238,2346.150119
17148522,2,57,King,1,0,1,0,53033004301,530330043011,11602,24,31,289,5,5/4/17,5,1,0,1,0,0,3,11,6,6,1,2,2,6,2,0,,1,1,53033005302,530330053022,11602,Seattle University Community,305,,,,,2,6,3,5,4,3,2,5,4,5,5,2,1,0,0,0,,,0,0,12:20.9,21:13.1,9,1,1,,,,,,,8,1,115.2149215,115.2149215
17148555,2,42,King,1,1,0,0,53033032309,530330323091,11607,1,0,1657,2,4/13/17,5,2,1,2,0,2,7,4,,2,2,2,2,4,1,1,85,3,1,53033021804,530330218042,11606,,1799,,,,,2,4,5,5,4,2,2,2,3,4,4,2,2,1,0,0,1,0,0,0,02:42.4,51:02.0,49,1,1,,,,,,,11,1,63.6,63.6
17148574,2,53,King,1,0,1,0,53033005301,530330053013,11602,24,36,304,3,4/20/17,5,1,1,1,0,1,4,7,,5,2,1,5,4,1,10,40,3,,,,,,,,,,,,,5,1,1,1,2,1,1,5,5,2,1,0,0,1,0,1,0,0,15:38.1,26:24.7,11,1,1,,,,,,,6,1,24.53943871,24.53943871
17148586,2,43,King,1,1,0,0,53033032309,530330323092,11607,16,0,1675,2,4/11/17,3,1,0,1,0,0,3,11,6,6,2,2,2,4,1,10,0,2,1,53061041608,530610416081,11703,,2432,,,,,4,1,3,5,3,3,4,3,5,5,5,2,3,1,0,1,0,1,0,1,20:21.2,46:06.9,26,1,1,,,,,,,2,1,4.682156139,4.682156139
17148628,1,1,King,1,0,0,1,53033010701,530330107011,11605,1,0,753,2,4/11/17,3,1,1,1,0,1,4,5,,3,2,1,6,2,1,1,0,1,,,,,,,,,,,,,5,5,4,1,5,1,1,5,5,1,,0,0,0,1,0,0,0,28:14.7,53:36.1,25,5,1,1,0,0,1,1,1,24,3,507.4932751,169.1644251
17148644,2,54,King,1,0,1,0,53033001701,530330017011,11601,1,20,91,6,5/11/17,5,2,0,2,0,2,6,3,,2,1,2,3,4,1,0,,1,2,,,,,,1,,,,2,4,5,5,3,3,1,3,4,5,4,,1,0,0,0,1,0,0,0,42:28.2,57:22.9,15,1,1,,,,,,,6,1,14.45145343,14.45145343
17148649,2,42,King,1,1,0,0,53033032309,530330323091,11607,16,0,1657,8,5/23/17,3,1,1,1,0,1,3,1,,1,2,2,3,4,1,10,50,1,1,53033023804,530330238041,11608,Bellevue,1544,,,,,2,1,5,5,5,5,2,3,3,5,5,,1,1,0,0,1,0,0,0,07:26.5,15:21.8,8,1,1,,,,,,,5,1,58.33174557,58.33174557
17148682,1,2,Kitsap,2,0,0,1,53035092000,530350920001,11802,1,0,3561,5,5/2/17,3,2,3,2,0,0,8,8,,5,2,1,7,1,1,0,,1,,,,,,,,,,,,,1,5,1,5,1,4,5,1,1,1,,0,0,1,1,0,0,0,32:02.0,46:07.3,14,4,0,1,0,0,1,1,1,72,2,907.194332,453.5971661
17148696,2,50,King,1,0,1,0,53033007500,530330075004,11604,21,16,585,3,4/19/17,4,1,1,1,0,1,4,7,,5,1,2,5,4,1,1,175,2,,,,,,,,,,,,,4,5,5,3,3,3,2,5,5,2,2,0,0,0,1,0,0,0,56:37.6,04:37.9,8,1,1,,,,,,,4,1,48.2107957,48.2107957
17148698,2,55,King,1,0,1,0,53033000401,530330004011,11601,1,8,3,1,4/5/17,4,1,1,1,0,0,5,4,,2,2,2,4,4,1,10,0,1,1,53033023604,530330236043,11608,,1510,,,,,2,2,3,5,2,3,4,3,3,4,4,2,2,0,0,1,1,0,0,0,55:20.6,07:06.2,12,1,1,,,,,,,3,1,18.45075455,18.45075455
17148744,2,55,King,1,0,1,0,53033001900,530330019001,11602,22,26,69,4,4/27/17,5,2,2,2,0,2,6,7,,5,2,2,4,4,1,10,150,3,1,53033010300,530330103005,11604,,720,,,,,2,4,5,5,4,1,4,1,2,5,5,,2,0,0,1,1,0,0,0,58:41.4,09:49.1,11,1,1,,,,,,,16,1,12.98446348,12.98446348
17148792,2,59,King,1,0,1,0,53033005200,530330052002,11602,24,35,307,4,4/25/17,3,1,1,1,0,1,3,4,,2,1,2,4,4,1,1,100,1,1,53033005200,530330052005,11602,Seattle University Community,307,,,,,2,4,4,5,3,3,2,1,4,4,4,2,1,0,0,0,1,0,0,0,56:00.6,03:52.1,7,1,1,,,,,,,4,1,4.411929757,4.411929757
17148793,2,50,King,1,0,1,0,53033008200,530330082001,11603,20,16,506,8,5/23/17,3,1,1,1,0,0,5,6,,4,2,2,4,4,1,1,200,3,1,53033004200,530330042001,11602,,204,,,,,1,1,3,3,5,3,3,3,5,4,5,2,1,0,0,0,1,0,0,0,12:39.5,22:53.5,10,1,1,,,,,,,3,1,51.3249953,51.3249953
17148797,1,3,King,1,0,0,1,53033032704,530330327041,11616,1,0,1990,8,5/23/17,3,2,2,2,0,1,7,8,,5,2,1,6,1,1,6,0,1,,,,,,,,,,,,,1,5,1,1,4,1,5,1,1,1,,0,0,0,1,0,0,0,22:02.0,31:59.4,9,2,1,1,0,0,0,0,0,12,2,514.0515756,257.0257878
17148800,2,59,King,1,0,1,0,53033005200,530330052002,11602,24,36,307,6,5/9/17,3,2,1,2,0,2,6,9,,5,2,2,4,4,1,1,50,3,1,53033004100,530330041002,11602,,297,,,,,2,4,5,5,4,3,4,3,3,5,5,,1,0,0,0,1,0,0,0,17:52.3,26:13.7,9,1,1,,,,,,,8,1,4.382933885,4.382933885
17148836,1,43,King,1,1,0,0,53033032309,530330323092,11607,16,0,1656,5,5/2/17,3,2,2,2,0,2,7,7,,5,2,2,2,4,1,2,110,3,1,53033006700,530330067002,11603,Seattle Uptown,402,,,,,2,4,5,4,3,1,4,2,2,2,5,1,,1,0,0,1,0,0,0,13:13.4,22:02.2,9,4,0,1,1,0,0,1,1,61,3,96.85594585,32.28531529
17148840,2,53,King,1,0,1,0,53033005200,530330052001,11602,24,36,307,4,4/27/17,5,1,1,1,0,1,3,4,,2,2,2,1,4,1,1,65,2,1,53033005200,530330052002,11602,Seattle University Community,307,,,,,2,4,5,5,3,1,3,1,4,5,5,,1,0,0,1,1,0,0,0,13:47.2,26:24.6,13,1,1,,,,,,,4,1,25.45851902,25.45851902
17148852,2,3,King,1,0,0,1,53033004200,530330042004,11602,1,0,292,4,4/25/17,3,2,2,2,0,2,7,7,,5,1,1,7,1,1,1,0,1,,,,,,,,,,,,,3,5,5,5,2,5,2,4,4,2,4,0,0,1,1,0,0,0,30:04.9,03:13.7,33,1,1,,,,,,,9,1,492.9,492.9
17148857,2,11,King,1,0,0,1,53033029407,530330294071,11613,1,0,1267,3,4/18/17,3,4,1,2,2,0,1,3,,2,2,2,4,4,1,1,0,3,2,,,,,,1,,,,2,4,5,5,5,5,5,5,5,5,4,,1,0,0,0,1,0,0,0,12:57.6,28:13.9,16,1,1,,,,,,,5,1,1413.239098,1413.239098
17148869,2,3,King,1,0,0,1,53033021903,530330219033,11607,1,0,1750,4,4/26/17,4,2,3,2,0,0,8,4,,2,2,1,7,1,1,4,0,1,,,,,,,,,,,,,3,5,3,3,4,5,4,5,5,,3,0,0,1,,,0,0,13:12.5,35:06.7,22,1,1,,,,,,,14,1,831.8453908,831.8453908
17148886,1,54,King,1,0,1,0,53033010600,530330106003,11605,1,23,748,6,5/9/17,3,3,2,2,1,2,2,8,,5,2,1,6,1,1,2,0,1,,,,,,,,,,,,,5,5,3,5,3,3,3,4,4,1,,0,0,0,1,0,0,0,01:07.8,10:50.0,9,6,1,1,1,1,1,0,1,104,4,15.91572812,3.97893203
