hhid,personid,pernum,sample_segment,hhgroup,traveldate,relationship,proxy_parent,proxy,age,gender,employment,jobs_count,worker,student,schooltype,education,license,vehicleused,smartphone_type,smartphone_age,smartphone_qualified,race_afam,race_aiak,race_asian,race_hapi,race_hisp,race_white,race_other,race_noanswer,workplace,hours_work,commute_freq,commute_mode,commute_dur,telecommute_freq,wpktyp,workpass,workpass_cost,workpass_cost_dk,work_county,work_tract,work_bg,work_puma10,work_rgcname,work_taz2010,prev_work_wa,prev_work_county,prev_work_notwa_city,prev_work_notwa_zip,prev_work_tract,prev_work_bg,prev_work_puma10,prev_work_rgcname,prev_work_taz2010,prev_work_notwa_state,prev_work_notwa_notus,school_freq,school_loc_county,school_tract,school_bg,school_puma10,school_rgcname,school_taz2010,completed_pref_survey,mode_freq_1,mode_freq_2,mode_freq_3,mode_freq_4,mode_freq_5,tran_pass_1,tran_pass_2,tran_pass_3,tran_pass_4,tran_pass_5,tran_pass_6,tran_pass_7,tran_pass_8,tran_pass_9,tran_pass_10,tran_pass_11,tran_pass_12,benefits_1,benefits_2,benefits_3,benefits_4,av_interest_1,av_interest_2,av_interest_3,av_interest_4,av_interest_5,av_interest_6,av_interest_7,av_concern_1,av_concern_2,av_concern_3,av_concern_4,av_concern_5,wbt_transitmore_1,wbt_transitmore_2,wbt_transitmore_3,wbt_bikemore_1,wbt_bikemore_2,wbt_bikemore_3,wbt_bikemore_4,wbt_bikemore_5,rmove_incentive,call_center,mobile_device,num_trips,nwkdays,hh_wt_final,hh_day_wt_final
17152399,1715239901,1,50,2,4/26/17,0,,1,5,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,3,2,1,1,9,1,5,,,King County,53033006200,530330062003,11604,,378,1,King County,,,53033009800,530330098004,11605,,697,,,,,,,,,,1,5,7,3,7,5,2,1,2,3,3,3,3,3,3,3,3,,1,1,1,1,4,4,3,5,5,2,2,2,1,3,1,2,4,4,4,5,5,5,5,5,,0,1,6,1,484.2258123,484.2258123
17152399,1715239902,2,50,2,4/26/17,1,,2,5,1,7,,0,3,6,3,1,1,2,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,1,5,7,3,7,5,2,2,3,1,3,3,3,3,3,3,3,,,,,,2,4,,,1,5,1,2,2,2,2,4,4,4,4,5,5,5,5,5,,0,1,2,1,484.2258123,484.2258123
17152409,1715240901,1,2,2,4/27/17,0,,1,6,1,1,1,1,1,,3,1,2,1,2,1,0,0,0,0,0,1,0,0,1,3,2,1,5,9,1,5,,,Pierce County,53053061602,530530616021,11501,Tacoma Downtown,2915,,,,,,,,,,,,,,,,,,,1,7,5,5,7,7,,,,,,,,,,,,,1,1,1,1,1,2,1,5,1,2,1,3,2,3,3,2,6,4,4,6,6,6,6,6,,0,0,2,1,578.6429122,578.6429122
17152409,1715240902,2,2,2,4/27/17,1,,2,6,2,1,1,1,1,,3,1,1,1,2,1,0,0,0,0,0,1,0,0,1,2,2,1,2,9,1,5,,,Pierce County,53053071901,530530719011,11503,Lakewood,3046,1,Pierce County,,,53053062600,530530626002,11501,Tacoma Mall,2959,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,1,1,1,1,1,2,1,4,1,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,,0,0,3,1,578.6429122,578.6429122
17152409,1715240903,3,2,2,4/27/17,2,,3,2,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Kitsap County,53035092902,530350929023,11802,,3674,1,2,5,5,,,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,578.6429122,578.6429122
17152409,1715240904,4,2,2,4/27/17,2,,3,1,1,,,0,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,578.6429122,578.6429122
17152448,1715244801,1,51,1,5/23/17,0,0,1,6,1,1,1,1,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,1,1,2,1,2,7,1,5,,,Snohomish County,53061040700,530610407002,11703,Everett,2295,1,King County,,,53033005302,530330053023,11602,Seattle University Community,302,,,,,,,,,,1,6,7,3,7,5,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,4,6,6,6,5,5,5,5,5,1,0,0,11,1,26.54192722,26.54192722
17152448,1715244802,2,51,1,5/23/17,1,0,1,6,2,1,1,1,1,,7,1,2,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,5,9,1,5,,,King County,53033024400,530330244001,11609,,1491,,,,,,,,,,,,,,,,,,,1,6,7,3,7,4,,,,,,,,,,,,,3,1,1,1,3,3,1,5,1,5,2,1,2,1,1,2,5,5,5,5,5,5,5,5,1,0,1,15,1,26.54192722,26.54192722
17152451,1715245101,1,43,1,5/30/17,0,0,1,6,2,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,1,8,,,,,King County,53033008500,530330085001,11603,Seattle Downtown,539,1,Snohomish County,,,53061051702,530610517021,11701,,2573,,,,,,,,,,1,2,6,1,7,5,2,3,1,3,3,3,3,3,3,3,3,,2,2,3,2,2,1,4,1,3,1,1,2,2,2,1,1,,,,-9999,-9999,-9999,-9999,-9999,1,0,1,32,3,4.388483222,1.462827741
17152451,1715245102,2,43,1,5/30/17,1,0,1,6,1,1,1,1,1,,7,1,2,2,2,1,0,0,0,0,0,1,0,0,1,2,2,7,2,6,,,,,King County,53033032309,530330323091,11607,,1673,1,King County,,,53033032309,530330323092,11607,Redmond Downtown,1652,,,,,,,,,,1,5,5,1,7,5,2,2,1,3,3,3,3,3,3,3,3,,3,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,3,2,3,3,3,4,4,4,1,0,0,38,3,4.388483222,1.462827741
17152456,1715245601,1,43,2,5/25/17,0,,1,6,1,1,1,1,1,,6,1,1,2,1,0,0,0,0,0,0,1,0,0,1,1,2,8,3,9,,,,,King County,53033022803,530330228031,11607,,1628,3,,,,,,,,,,,,,,,,,,1,2,6,3,7,6,2,3,1,3,3,3,3,3,3,3,3,,3,1,3,2,1,2,1,1,1,1,1,4,4,4,2,2,,,,-9999,-9999,-9999,-9999,-9999,,0,0,2,1,99.34726461,99.34726461
17152456,1715245602,2,43,2,5/25/17,1,,2,6,1,1,1,1,1,,3,1,1,1,2,1,0,0,0,0,0,1,0,0,1,2,2,8,1,7,,,,,King County,53033008100,530330081002,11603,Seattle Downtown,501,1,King County,,,53033008100,530330081002,11603,Seattle Downtown,501,,,,,,,,,,1,2,6,3,7,6,2,3,1,3,3,3,3,3,3,3,3,,3,1,3,2,1,1,1,1,1,1,1,2,4,2,2,2,,,,-9999,-9999,-9999,-9999,-9999,,0,0,2,1,99.34726461,99.34726461
17152464,1715246401,1,3,2,4/18/17,0,,1,9,1,6,,0,1,,6,1,3,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,,0,0,4,1,516.320811,516.320811
17152464,1715246402,2,3,2,4/18/17,1,,2,9,2,6,,0,1,,6,1,1,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,,0,0,4,1,516.320811,516.320811
17152467,1715246701,1,51,1,5/16/17,0,0,1,8,2,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,1,1,3,1,6,4,2,3,12,0,King County,53033008600,530330086002,11604,Seattle First Hill/Capitol Hill,584,,,,,,,,,,,,,,,,,,,1,4,6,1,7,6,2,2,1,3,3,3,3,3,3,3,3,,4,4,3,2,2,5,5,5,5,5,2,2,2,2,2,2,2,2,2,4,4,4,4,4,1,0,0,26,4,24.79640455,6.199101138
17152493,1715249301,1,56,2,4/18/17,0,,1,7,1,2,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,4,3,2,5,9,7,6,,,King County,53033007200,530330072001,11603,Seattle South Lake Union,435,,,,,,,,,,,,,,,,,,,1,1,5,1,7,3,2,3,1,3,3,3,3,3,3,3,3,,1,1,1,1,3,3,5,2,5,4,3,1,3,2,1,1,,,,-9999,-9999,-9999,-9999,-9999,,0,0,10,1,9.408099808,9.408099808
17152493,1715249302,2,56,2,4/18/17,1,,3,7,2,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,4,7,,,,,King County,53033008100,530330081003,11603,Seattle Downtown,499,1,King County,,,53033006500,530330065002,11604,Seattle First Hill/Capitol Hill,407,,,,,,,,,,1,1,6,1,7,3,2,3,1,3,3,3,3,3,3,3,3,,1,4,3,4,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,9.408099808,9.408099808
17152493,1715249303,3,56,2,4/18/17,2,,3,1,4,,,0,,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,9.408099808,9.408099808
17152560,1715256001,1,51,2,5/23/17,0,,1,5,1,2,1,1,3,6,3,1,1,1,2,1,0,0,0,0,0,1,0,0,1,5,2,8,1,8,,,,,King County,53033007200,530330072001,11603,Seattle South Lake Union,434,1,King County,,,53033005900,530330059003,11603,,340,,,2,King County,53033005900,530330059003,11603,,340,1,2,7,2,7,5,2,2,1,2,2,2,2,2,2,2,3,4,3,4,3,2,2,2,2,2,2,2,1,3,4,3,2,2,,,,-9999,-9999,-9999,-9999,-9999,,0,0,6,1,526.6297107,526.6297107
17152560,1715256002,2,51,2,5/23/17,1,,3,5,2,2,1,1,3,6,3,1,2,1,2,1,0,0,0,0,1,1,0,0,1,5,2,1,2,9,4,5,,,King County,53033003300,530330033003,11601,,241,1,King County,,,53033003000,530330030003,11601,,162,,,2,King County,53033005900,530330059003,11603,,340,1,5,7,5,7,5,1,3,3,3,3,3,3,3,3,3,3,,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,0,0,5,1,526.6297107,526.6297107
17152560,1715256003,3,51,2,5/23/17,6,,1,5,1,1,1,1,1,,6,3,,1,2,1,0,0,0,0,0,1,0,0,1,2,2,8,2,8,,,,,King County,53033008100,530330081002,11603,Seattle Downtown,522,3,,,,,,,,,,,,,,,,,,1,1,6,2,7,5,2,3,1,3,3,3,3,3,3,3,3,,1,1,3,4,1,4,2,1,3,1,1,4,5,5,5,2,,,,-9999,-9999,-9999,-9999,-9999,,0,0,8,1,526.6297107,526.6297107
17152651,1715265101,1,52,2,4/6/17,0,,1,8,2,2,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,4,4,8,4,8,,,,,King County,53033008002,530330080021,11603,Seattle Downtown,482,1,King County,,,53033005801,530330058014,11603,,334,,,,,,,,,,1,3,6,5,7,7,2,3,1,3,3,3,3,3,3,3,3,,3,2,3,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,6,6,6,6,3,,0,0,2,1,498.6,498.6
17152651,1715265102,2,52,2,4/6/17,1,,2,8,1,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,3,6,8,1,5,,,Snohomish County,53061041901,530610419012,11702,,2414,,,,,,,,,,,,,,,,,,,1,6,1,5,7,7,,,,,,,,,,,,,1,1,1,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,0,0,2,1,498.6,498.6
17152651,1715265103,3,52,2,4/6/17,2,,3,4,1,,1,1,,3,,2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033003300,530330033001,11601,,163,1,2,4,3,7,7,2,3,1,3,3,3,3,3,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,498.6,498.6
17152651,1715265104,4,52,2,4/6/17,2,,3,3,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033006800,530330068002,11603,,387,1,2,4,4,,,2,3,3,3,3,3,3,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,498.6,498.6
17152659,1715265901,1,57,2,5/23/17,0,,1,10,2,2,1,1,1,,6,1,,2,1,0,0,0,0,0,0,1,0,0,1,4,1,7,3,9,,,,,King County,53033004400,530330044002,11602,,218,1,King County,,,53033005302,530330053022,11602,Seattle University Community,305,,,,,,,,,,1,3,7,1,7,7,2,2,1,3,3,3,3,3,3,3,3,,1,1,1,1,3,3,5,5,5,5,3,2,2,2,2,2,2,2,2,6,6,6,6,6,,0,0,2,1,7.323109431,7.323109431
17152669,1715266901,1,56,2,5/4/17,0,,1,11,2,6,,0,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,2,7,7,2,3,1,3,1,3,3,3,3,3,3,,,,,,5,3,,,5,5,5,2,1,3,1,2,2,2,2,5,5,5,5,5,,0,0,4,1,10.2250571,10.2250571
17152671,1715267101,1,59,1,5/30/17,0,0,3,6,1,1,2,1,1,,6,1,1,1,2,1,0,0,0,0,1,0,0,0,1,2,2,8,3,9,,,,,King County,53033008002,530330080022,11603,Seattle Downtown,467,1,King County,,,53033008300,530330083001,11603,Seattle First Hill/Capitol Hill,579,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,43,4,4.329136211,1.082284053
17152671,1715267102,2,59,1,5/30/17,6,0,1,5,2,2,1,1,3,6,6,1,1,2,2,1,0,0,0,0,1,0,0,0,1,2,1,8,3,9,,,,,King County,53033005302,530330053022,11602,Seattle University Community,303,2,,San diego,,,,,,,5,0,1,King County,53033005302,530330053022,11602,Seattle University Community,303,1,2,5,3,7,5,2,2,2,1,2,2,2,2,2,2,3,2,4,4,3,2,2,5,2,3,2,4,2,2,2,4,2,2,,,,-9999,-9999,-9999,-9999,-9999,1,0,0,12,4,4.329136211,1.082284053
17152753,1715275301,1,11,2,5/31/17,0,,1,9,1,6,,0,1,,7,1,3,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,2,7,7,2,2,2,3,3,3,3,3,3,3,3,,,,,,5,5,,,5,5,5,1,1,3,1,1,4,4,4,4,4,4,4,4,,0,0,7,1,267.425,267.425
17152753,1715275302,2,11,2,5/31/17,1,,3,9,2,1,1,1,1,,7,1,4,2,2,1,0,0,0,0,0,1,0,0,1,3,2,1,2,9,1,5,,,King County,53033024300,530330243001,11609,,1497,1,King County,,,53033032309,530330323092,11607,Redmond Downtown,1674,,,,,,,,,,1,6,7,3,6,7,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,7,1,267.425,267.425
17152753,1715275303,3,11,2,5/31/17,2,,3,4,2,,0,0,,3,,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033029307,530330293071,11613,,1292,1,5,6,2,7,7,1,2,2,3,3,3,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,1,267.425,267.425
17152789,1715278901,1,42,2,4/12/17,0,,1,9,1,2,1,1,1,,6,1,12,5,,0,0,0,0,0,0,1,0,0,2,4,2,8,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,1,7,7,2,2,1,2,2,2,2,3,3,3,3,,3,4,1,1,3,3,3,3,5,3,3,1,1,1,1,1,2,2,2,3,3,3,3,3,,0,0,4,1,63.55574115,63.55574115
17152789,1715278902,2,42,2,4/12/17,1,,2,8,2,1,1,1,1,,6,1,12,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,2,8,,,,,King County,53033005302,530330053023,11602,Seattle University Community,302,2,,,14618,,,,,,,0,,,,,,,,1,2,6,1,7,7,2,2,2,1,3,2,2,3,3,3,3,,3,4,3,2,5,3,5,5,5,5,4,1,3,1,3,2,,,,-9999,-9999,-9999,-9999,-9999,,0,0,9,1,63.55574115,63.55574115
17152800,1715280001,1,52,2,5/25/17,0,,1,10,1,6,,0,1,,5,1,2,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,1,7,7,1,3,3,3,1,3,3,3,3,3,3,,,,,,5,5,,,5,5,5,1,1,1,1,1,3,3,3,2,2,2,2,2,,0,0,5,1,29.39104344,29.39104344
17152800,1715280002,2,52,2,5/25/17,1,,3,9,2,6,,0,1,,7,1,2,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,3,7,7,1,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,29.39104344,29.39104344
17152803,1715280301,1,1,2,5/17/17,0,,1,7,1,1,1,1,1,,6,1,1,1,2,1,0,0,1,0,0,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,3,7,4,,,,,,,,,,,,,1,1,1,1,2,5,,,5,4,3,1,1,1,1,1,3,3,3,5,5,5,5,5,,0,0,4,1,475.275,475.275
17152808,1715280801,1,57,2,5/3/17,0,,1,5,2,1,2,1,3,6,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,3,2,8,1,8,,,,,King County,53033008500,530330085001,11603,Seattle Downtown,539,2,,Bozeman,,,,,,,26,0,5,King County,53033005302,530330053023,11602,Seattle University Community,302,1,3,6,3,7,5,2,2,2,1,3,3,3,3,2,3,3,2,2,2,2,2,2,2,5,4,5,5,2,2,2,2,1,1,1,1,1,2,3,3,4,4,,0,0,5,1,165.7578844,165.7578844
17152808,1715280802,2,57,2,5/3/17,6,,3,6,2,7,,0,3,6,6,3,,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,King County,53033005302,530330053023,11602,Seattle University Community,302,1,6,7,1,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,165.7578844,165.7578844
17152811,1715281101,1,11,2,6/1/17,0,,1,7,2,1,1,1,1,,6,1,1,3,,0,0,0,1,0,0,0,0,0,1,2,2,8,4,7,,,,,King County,53033032309,530330323091,11607,Redmond Downtown,1653,2,,,,,,,,,,1,,,,,,,,1,2,7,2,7,7,2,2,1,2,2,2,2,2,2,2,2,,3,1,3,2,2,2,4,2,2,4,4,1,1,1,1,1,,,,-9999,-9999,-9999,-9999,-9999,,0,1,2,1,268.0877804,268.0877804
17152811,1715281102,2,11,2,6/1/17,1,,3,9,1,7,,0,1,,6,1,1,1,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,1,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,268.0877804,268.0877804
17152868,1715286801,1,58,2,4/19/17,0,,1,5,1,1,2,1,1,,6,3,,2,2,1,0,0,1,0,0,0,0,0,1,2,2,8,3,2,,,,,King County,53033005400,530330054003,11601,,318,1,King County,,,53033007300,530330073002,11603,Seattle Downtown,496,,,,,,,,,,1,1,7,7,7,4,2,3,1,3,3,3,3,3,3,3,3,,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,-9999,-9999,-9999,-9999,-9999,,0,0,2,1,83.4470294,83.4470294
17152887,1715288701,1,50,1,4/11/17,0,0,3,6,2,1,3,1,2,6,6,1,1,1,2,1,0,0,1,0,0,0,0,0,1,3,2,1,3,10,6,5,,,King County,53033006600,530330066001,11603,,383,3,,,,,,,,,,,2,King County,53033005302,530330053023,11602,Seattle University Community,302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,34,3,247.1404097,82.38013657
17152887,1715288702,2,50,1,4/11/17,4,0,1,6,2,7,,0,3,6,5,1,13,1,2,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,King County,53033029700,530330297003,11613,Kent,1255,1,2,7,3,3,5,1,2,1,3,3,3,2,2,3,3,2,2,,,,,4,6,,,2,2,3,1,2,1,3,2,,,,-9999,-9999,-9999,-9999,-9999,2,0,0,26,3,247.1404097,82.38013657
17152913,1715291301,1,31,2,5/23/17,0,,1,10,1,1,1,1,1,,7,1,1,3,,0,0,0,0,0,0,1,0,0,1,3,2,1,5,7,2,5,,,King County,53033022803,530330228033,11607,Redmond-Overlake,1616,,,,,,,,,,,,,,,,,,,1,5,7,1,7,7,2,2,1,2,2,2,2,3,3,3,3,,3,1,3,2,5,4,5,5,5,5,3,1,1,1,1,2,4,3,3,1,1,1,1,1,,0,0,3,1,157.7404352,157.7404352
17152961,1715296101,1,52,2,4/5/17,0,,1,10,2,6,,0,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,1,7,7,2,2,1,3,2,3,3,3,3,3,3,,,,,,2,2,,,3,2,2,1,1,1,1,1,2,2,2,6,6,6,6,6,,0,0,0,1,25.31764448,25.31764448
17152961,1715296102,2,52,2,4/5/17,1,,2,11,1,6,,0,1,,6,1,13,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,1,7,7,2,3,2,3,1,3,3,3,3,3,3,,,,,,6,6,,,6,6,6,1,1,1,1,1,2,2,2,6,6,6,6,6,,0,0,0,1,25.31764448,25.31764448
17152989,1715298901,1,23,2,4/18/17,0,,1,8,2,5,,0,1,,3,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,6,7,7,,,,,,,,,,,,,,,,,2,2,,,5,5,2,2,2,2,1,2,5,5,5,5,5,5,5,5,,0,0,8,1,24.92039304,24.92039304
17152989,1715298902,2,23,2,4/18/17,1,,3,8,1,1,1,1,1,,6,1,2,2,2,1,0,0,0,0,0,1,0,0,1,3,2,1,6,7,2,5,,,King County,53033022803,530330228033,11607,Redmond-Overlake,1615,,,,,,,,,,,,,,,,,,,1,7,6,5,7,7,,,,,,,,,,,,,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,24.92039304,24.92039304
17152989,1715298903,3,23,2,4/18/17,2,,3,3,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033032324,530330323244,11607,,1682,1,7,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,24.92039304,24.92039304
17152989,1715298904,4,23,2,4/18/17,2,,3,2,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033032323,530330323231,11607,,1710,1,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,24.92039304,24.92039304
17153024,1715302401,1,50,1,5/9/17,0,0,1,5,2,1,1,1,1,,6,1,,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,1,10,,,,,King County,53033009000,530330090002,11604,Seattle First Hill/Capitol Hill,616,2,,Grand Forks,,,,,,,34,0,,,,,,,,1,2,7,3,5,3,2,2,1,3,3,3,3,3,3,3,3,,1,1,1,1,4,4,3,3,3,3,3,2,2,2,2,2,,,,-9999,-9999,-9999,-9999,-9999,2,0,1,24,4,46.53420562,11.63355141
17153024,1715302402,2,50,1,5/9/17,1,0,1,6,1,1,1,1,1,,6,1,,2,2,1,1,0,0,0,0,0,0,0,1,2,2,7,1,10,,,,,King County,53033007300,530330073003,11603,Seattle South Lake Union,433,2,,Grand Forks,,,,,,,34,0,,,,,,,,1,4,7,3,5,3,1,2,2,3,3,3,3,3,3,3,3,,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,4,4,4,1,0,1,27,4,46.53420562,11.63355141
17153047,1715304701,1,51,2,5/24/17,0,,1,5,1,1,1,1,1,,6,1,,1,2,1,0,0,0,0,0,1,0,0,1,2,2,8,1,7,,,,,King County,53033022803,530330228033,11607,,1613,2,,Los Angeles,98102,,,,,,5,0,,,,,,,,1,1,7,1,7,4,2,2,1,2,2,2,2,2,2,1,3,,3,2,3,3,3,3,2,3,1,1,1,3,2,1,1,1,,,,-9999,-9999,-9999,-9999,-9999,,0,0,4,1,135.7380815,135.7380815
17153080,1715308001,1,12,2,5/24/17,0,,1,9,2,2,1,1,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,1,4,5,8,6,6,,,,,King County,53033008001,530330080013,11603,Seattle Downtown,445,,,,,,,,,,,,,,,,,,,1,3,7,3,7,7,2,2,1,3,3,2,3,3,3,3,3,,3,3,3,2,5,4,5,4,2,4,2,2,2,2,2,2,6,3,6,5,5,5,5,5,,0,0,2,1,198.9050664,198.9050664
17153080,1715308002,2,12,2,5/24/17,1,,2,10,1,6,,0,1,,5,1,1,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,4,7,7,1,2,2,3,2,3,3,3,3,3,3,,,,,,3,3,,,3,3,3,2,2,1,1,2,6,6,6,5,5,5,5,5,,0,0,7,1,198.9050664,198.9050664
17153085,1715308501,1,56,2,5/9/17,0,,1,6,1,1,1,1,1,,3,1,2,2,2,1,0,1,0,0,1,1,0,0,1,2,2,1,2,9,1,5,,,King County,53033023804,530330238041,11608,Bellevue,1544,1,King County,,,53033021803,530330218033,11606,,1801,,,,,,,,,,1,7,7,2,6,6,,,,,,,,,,,,,4,4,4,4,6,6,6,6,6,6,6,1,4,2,2,2,1,1,1,5,5,5,5,5,,0,1,3,1,9.835188962,9.835188962
17153085,1715308502,2,56,2,5/9/17,6,,1,6,1,1,1,1,1,,5,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,6,9,1,5,,,King County,53033021803,530330218033,11606,,1801,,,,,,,,,,,,,,,,,,,1,6,7,2,7,3,,,,,,,,,,,,,1,1,1,1,5,3,5,5,5,6,6,5,5,5,5,5,1,1,1,1,1,1,1,1,,0,1,0,1,9.835188962,9.835188962
17153085,1715308503,3,56,2,5/9/17,7,,1,6,1,5,,0,1,,2,3,,1,2,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,2,3,3,,,,,,,,,,,,,,,,,4,4,,,4,4,4,4,4,4,4,4,5,5,2,4,4,3,3,4,,0,1,0,1,9.835188962,9.835188962
17153090,1715309001,1,55,1,5/30/17,0,1,1,7,2,1,2,1,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,2,2,2,8,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7,1,7,6,2,2,2,1,3,3,3,3,3,3,3,,3,1,3,2,1,2,2,3,1,2,1,3,3,3,3,3,,,,-9999,-9999,-9999,-9999,-9999,1,0,1,40,4,19.20102657,4.800256643
17153090,1715309002,2,55,1,5/30/17,2,0,3,3,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033001000,530330010002,11602,,59,1,2,7,2,,,2,2,1,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,19,4,19.20102657,4.800256643
