hhid,personid,pernum,sample_segment,hhgroup,traveldate,relationship,proxy_parent,proxy,age,gender,employment,jobs_count,worker,student,schooltype,education,license,vehicleused,smartphone_type,smartphone_age,smartphone_qualified,race_afam,race_aiak,race_asian,race_hapi,race_hisp,race_white,race_other,race_noanswer,workplace,hours_work,commute_freq,commute_mode,commute_dur,telecommute_freq,wpktyp,workpass,workpass_cost,workpass_cost_dk,work_county,work_tract,work_bg,work_puma10,work_rgcname,work_taz2010,prev_work_wa,prev_work_county,prev_work_tract,prev_work_bg,prev_work_puma10,prev_work_rgcname,prev_work_taz2010,prev_work_notwa_city,prev_work_notwa_zip,prev_work_notwa_state,prev_work_notwa_notus,school_freq,school_loc_county,school_tract,school_bg,school_puma10,school_rgcname,school_taz2010,completed_pref_survey,mode_freq_1,mode_freq_2,mode_freq_3,mode_freq_4,mode_freq_5,tran_pass_1,tran_pass_2,tran_pass_3,tran_pass_4,tran_pass_5,tran_pass_6,tran_pass_7,tran_pass_8,tran_pass_9,tran_pass_10,tran_pass_11,tran_pass_12,benefits_1,benefits_2,benefits_3,benefits_4,av_interest_1,av_interest_2,av_interest_3,av_interest_4,av_interest_5,av_interest_6,av_interest_7,av_concern_1,av_concern_2,av_concern_3,av_concern_4,av_concern_5,wbt_transitmore_1,wbt_transitmore_2,wbt_transitmore_3,wbt_bikemore_1,wbt_bikemore_2,wbt_bikemore_3,wbt_bikemore_4,wbt_bikemore_5,rmove_incentive,call_center,mobile_device,num_trips,nwkdays,hh_wt_revised,hh_day_wt_revised
17137771,1713777102,2,12,2,5/18/17,1,,2,11,2,6,,0,1,,7,1,1,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,6,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,6,6,6,6,6,4,4,4,5,5,5,5,5,,0,0,2,1,186.3,186.3
17137771,1713777103,3,12,2,5/18/17,2,,2,8,1,1,1,1,1,,6,1,3,5,,0,0,0,0,0,0,1,0,0,1,3,2,1,3,6,1,5,,,King County,53033010701,530330107012,11605,,782,1,King County,53033028403,530330284031,11611,SeaTac,1011,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,1,1,1,1,2,3,1,2,1,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,,0,0,4,1,186.3,186.3
17137808,1713780801,1,23,2,5/24/17,0,,1,7,1,1,1,1,1,,6,1,1,1,2,1,0,0,1,0,0,0,0,0,1,2,2,1,2,1,1,5,,,King County,53033023804,530330238041,11608,Bellevue,1545,2,,,,,,,Portland,,37,0,,,,,,,,1,4,3,3,3,7,1,3,3,3,3,3,3,3,3,3,3,,1,1,1,1,3,3,3,2,4,2,3,2,1,3,1,1,1,1,1,2,2,3,2,1,,0,1,5,1,23.875,23.875
17137820,1713782001,1,53,2,4/6/17,0,,1,10,1,6,,0,2,6,7,1,,6,,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,King County,53033002400,530330024001,11602,,110,1,1,7,3,4,6,2,2,1,3,1,3,3,3,3,2,3,3,,,,,5,4,,,3,2,2,2,1,2,1,1,,,,-9999,-9999,-9999,-9999,-9999,,0,0,8,1,57.14133046,57.14133046
17137831,1713783101,1,3,2,5/25/17,0,,1,9,1,1,1,1,1,,6,1,2,2,2,1,0,0,0,0,0,1,0,0,1,3,2,1,7,6,5,1,115,0,King County,53033009300,530330093003,11605,,671,,,,,,,,,,,,,,,,,,,1,2,2,5,6,5,2,1,2,3,3,3,3,3,3,3,3,,1,1,1,1,5,5,5,5,5,5,5,1,2,3,1,3,,,,,,,,,,0,0,7,1,492.9,492.9
17137831,1713783102,2,3,2,5/25/17,1,,1,9,2,5,,0,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,5,7,7,,,,,,,,,,,,,,,,,5,5,,,2,5,2,2,2,2,2,2,5,5,5,4,5,4,5,5,,0,0,3,1,492.9,492.9
17137851,1713785101,1,23,2,5/17/17,0,,1,6,1,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,0,0,1,1,2,2,2,5,8,2,5,,,King County,53033023804,530330238043,11608,Bellevue,1551,,,,,,,,,,,,,,,,,,,1,6,6,4,2,6,,,,,,,,,,,,,3,4,3,3,6,6,6,6,6,6,6,1,1,1,1,1,4,4,4,6,6,6,6,6,,0,0,0,1,23.875,23.875
17137851,1713785102,2,23,2,5/17/17,1,,1,7,2,1,1,1,1,,7,1,2,2,2,1,0,0,0,0,0,0,0,1,1,2,2,1,3,8,2,5,,,King County,53033022500,530330225004,11607,,1663,1,King County,53033022803,530330228033,11607,Redmond-Overlake,1615,,,,,,,,,,,,1,6,6,6,6,6,,,,,,,,,,,,,4,4,3,4,6,6,6,6,6,6,6,1,1,1,1,1,5,5,5,5,5,5,5,5,,0,0,0,1,23.875,23.875
17137876,1713787601,1,1,2,5/18/17,0,,1,7,2,1,1,1,1,,7,1,1,2,2,1,0,0,1,0,0,0,0,0,1,2,3,1,5,9,3,5,,,Kitsap County,53035092100,530350921003,11802,,3632,,,,,,,,,,,,,,,,,,,1,3,7,3,7,7,2,2,1,3,3,3,3,3,3,3,3,,1,3,1,1,5,5,5,5,5,5,4,2,3,2,2,1,2,2,3,3,3,3,3,4,,0,1,4,1,4909.871942,4909.871942
17137880,1713788001,1,56,2,4/19/17,0,,1,10,2,1,1,1,1,,7,1,1,1,1,0,0,0,0,0,0,1,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,1,7,7,2,3,1,3,1,2,2,3,3,3,3,,3,1,1,1,3,3,,,5,5,2,5,5,5,5,5,6,6,6,5,5,5,5,5,,1,0,4,1,8.396905069,8.396905069
17137920,1713792001,1,58,1,5/16/17,0,0,1,10,2,1,1,1,1,,3,1,,2,2,1,0,0,0,0,0,1,0,0,1,3,2,6,7,7,,,,,King County,53033008001,530330080013,11603,Seattle Downtown,449,,,,,,,,,,,,,,,,,,,1,6,2,1,3,1,,,,,,,,,,,,,3,2,3,3,2,5,5,5,5,1,2,1,2,1,1,1,6,1,1,,,,,,1,0,1,8,3,6.883553858,2.294517953
17137920,1713792002,2,58,1,5/16/17,2,0,1,5,2,7,,0,3,6,3,3,,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033008400,530330084001,11603,Seattle First Hill/Capitol Hill,552,1,3,6,1,6,3,2,3,1,3,3,3,3,3,3,3,3,5,,,,,4,4,,,5,4,5,1,3,1,1,1,4,2,2,3,3,4,4,4,1,0,1,15,3,6.883553858,2.294517953
17137935,1713793501,1,51,2,5/10/17,0,,1,6,1,1,1,1,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,2,1,1,6,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,2,7,5,2,3,1,3,3,3,3,3,3,3,3,,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,4,4,,,,,,,0,0,2,1,330.0001491,330.0001491
17137935,1713793502,2,51,2,5/10/17,1,,3,6,2,1,1,1,3,6,7,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,6,4,5,,,,,King County,53033005302,530330053023,11602,Seattle University Community,302,2,,,,,,,hanover,,29,0,3,King County,53033005302,530330053023,11602,Seattle University Community,302,1,5,2,2,7,6,2,3,2,1,3,3,3,3,3,3,3,2,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,330.0001491,330.0001491
17137974,1713797401,1,11,2,5/11/17,0,,1,7,1,1,1,1,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,2,3,2,12,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,7,2,7,7,2,3,3,1,3,3,3,3,3,3,3,,1,1,3,2,3,3,3,5,3,5,3,3,3,3,3,3,,,,-9999,-9999,-9999,-9999,-9999,,0,0,4,1,267.425,267.425
17137974,1713797402,2,11,2,5/11/17,1,,2,6,2,1,1,1,1,,5,1,1,1,2,1,0,0,0,0,0,1,0,0,1,3,2,1,2,10,1,5,,,King County,53033026200,530330262001,11611,Tukwila,974,2,,,,,,,,81603,,0,,,,,,,,1,5,7,4,7,7,2,3,1,3,3,3,3,3,3,3,3,,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,2,5,5,5,5,5,5,,0,0,4,1,267.425,267.425
17137982,1713798201,1,2,2,4/4/17,0,,1,9,1,1,1,1,1,,6,1,1,1,2,1,0,0,0,0,0,1,0,0,1,2,2,1,7,8,2,3,0,0,Snohomish County,53061040700,530610407001,11703,Everett,2284,,,,,,,,,,,,,,,,,,,1,5,6,4,7,7,2,2,2,2,2,3,3,3,3,3,3,,1,1,4,2,5,5,5,5,5,5,5,6,6,6,6,6,4,4,3,3,3,3,3,5,,0,0,7,1,546.9,546.9
17137982,1713798202,2,2,2,4/4/17,1,,2,9,2,3,1,1,1,,3,1,2,2,2,1,0,0,0,0,0,1,0,0,1,5,5,1,1,9,2,3,25,0,King County,53033023804,530330238041,11608,Bellevue,1544,1,King County,53033022400,530330224004,11607,,1665,,,,,,,,,,,,1,4,6,3,7,7,2,1,3,3,3,3,3,3,3,3,3,,,,,,5,4,5,4,6,5,4,1,1,1,1,1,5,5,3,4,5,5,5,5,,0,0,4,1,546.9,546.9
17138005,1713800501,1,55,2,4/19/17,0,,1,8,1,1,1,1,1,,3,1,1,1,1,0,0,0,0,0,0,1,0,0,1,2,3,3,3,6,2,5,,,King County,53033022803,530330228033,11607,Redmond-Overlake,1615,1,King County,53033022803,530330228033,11607,Redmond-Overlake,1615,,,,,,,,,,,,1,5,6,4,6,6,2,2,1,2,2,1,2,2,2,2,2,,3,2,3,3,1,1,1,1,1,1,1,3,2,1,3,2,3,2,2,3,3,4,4,3,,0,0,2,1,14.02935849,14.02935849
17138007,1713800701,1,51,1,5/9/17,0,0,1,6,1,1,1,1,1,,6,1,1,1,2,1,0,0,0,0,0,1,0,0,1,3,3,8,3,6,,,,,King County,53033009300,530330093002,11605,Seattle Downtown,631,1,King County,53033022803,530330228033,11607,,1613,,,,,,,,,,,,1,3,7,2,7,3,2,2,1,3,3,2,3,3,3,3,3,,1,1,1,2,1,1,1,1,1,1,1,4,2,5,4,4,2,2,2,5,5,5,5,5,1,0,0,26,4,24.13520159,6.033800398
17138007,1713800702,2,51,1,5/9/17,1,0,1,6,2,1,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,1,3,8,2,5,,,King County,53033005400,530330054003,11601,,315,1,King County,53033001900,530330019001,11602,Seattle Northgate,70,,,,,,,,,,,,1,6,7,4,7,4,,,,,,,,,,,,,2,4,2,2,1,1,1,1,1,1,1,2,2,2,1,1,3,3,2,5,5,5,5,5,1,0,0,36,4,24.13520159,6.033800398
17138013,1713801301,1,31,2,5/4/17,0,,1,8,1,3,2,1,1,,6,1,1,1,2,1,0,0,0,0,0,1,0,0,2,4,4,1,,9,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,5,7,6,,,,,,,,,,,,,,,,,5,5,5,5,3,5,2,2,2,2,1,1,4,4,4,4,4,5,5,6,,0,0,5,1,6.575,6.575
17138013,1713801302,2,31,2,5/4/17,1,,2,8,2,3,1,1,1,,6,1,2,3,,0,0,0,0,0,0,1,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,1,7,5,,,,,,,,,,,,,,,,,5,5,,,3,5,4,2,2,2,1,2,5,5,5,6,6,6,6,6,,0,0,3,1,6.575,6.575
17138061,1713806101,1,52,2,5/23/17,0,,1,9,1,6,,0,1,,3,1,1,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,6,7,7,2,3,1,3,3,3,3,3,3,3,3,,,,,,5,5,,,5,5,5,2,1,3,1,3,6,3,3,5,5,5,5,5,,0,0,7,1,252.2534872,252.2534872
17138067,1713806701,1,59,2,5/16/17,0,,1,5,1,1,2,1,1,,6,1,1,1,2,1,0,0,1,0,0,0,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,5,7,5,2,3,2,2,3,3,3,3,3,3,3,,1,3,1,1,4,3,,,4,3,3,1,2,2,1,1,4,3,3,4,4,4,4,3,,0,0,0,1,89.61579988,89.61579988
17138067,1713806702,2,59,2,5/16/17,1,,2,7,1,1,2,1,1,,5,1,2,2,2,1,0,0,0,0,0,1,0,0,1,3,2,1,1,9,2,1,152,0,King County,53033028402,530330284024,11611,,983,1,King County,53033004800,530330048003,11601,,327,,,,,,,,,,,,1,6,7,5,7,5,,,,,,,,,,,,,1,1,1,1,3,2,2,2,2,3,2,1,1,1,1,1,6,6,6,6,6,6,6,6,,0,0,2,1,89.61579988,89.61579988
17138076,1713807601,1,2,1,4/18/17,0,0,1,6,1,1,1,1,1,,7,1,2,1,2,1,0,0,0,0,0,1,0,0,1,2,2,8,3,8,,,,,King County,53033008100,530330081001,11603,Seattle Downtown,518,3,,,,,,,,,,,,,,,,,,1,1,7,2,7,6,2,3,1,3,3,3,3,3,3,3,3,,1,1,1,2,2,2,5,2,3,2,1,4,2,4,2,1,,,,-9999,-9999,-9999,-9999,-9999,2,0,1,30,4,546.9001406,136.7250351
17138076,1713807602,2,2,1,4/18/17,1,0,1,6,2,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,2,1,2,1,,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,5,7,6,2,3,1,3,3,3,3,3,3,3,3,,3,1,2,4,1,1,1,1,1,1,1,5,1,5,4,2,1,1,1,5,5,5,5,5,2,0,1,32,4,546.9001406,136.7250351
17138081,1713808101,1,31,2,5/17/17,0,,1,6,1,1,1,1,2,6,7,1,1,2,2,1,0,0,0,0,0,0,0,1,1,2,2,1,2,8,1,5,,,King County,53033023403,530330234032,11608,,1517,1,King County,53033032208,530330322083,11609,,1445,,,,,8,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,2,4,2,2,1,1,1,2,1,1,1,2,2,5,1,2,3,2,2,5,5,5,5,5,,0,0,5,1,6.581299872,6.581299872
17138081,1713808102,2,31,2,5/17/17,1,,2,6,2,7,,0,1,,6,1,13,2,2,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,3,7,7,,,,,,,,,,,,,,,,,3,3,,,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,,0,0,0,1,6.581299872,6.581299872
17138081,1713808103,3,31,2,5/17/17,2,,3,1,2,,,0,,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,6.581299872,6.581299872
17138081,1713808104,4,31,2,5/17/17,2,,3,1,2,,,0,,9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,6.581299872,6.581299872
17138098,1713809801,1,51,2,4/18/17,0,,1,8,2,2,1,1,1,,6,3,,1,1,0,0,0,0,0,0,1,0,0,1,5,2,7,4,9,,,,,King County,53033003200,530330032002,11601,,245,1,King County,53033008100,530330081002,11603,Seattle Downtown,512,,,,,,,,,,,,1,6,6,3,7,7,,,,,,,,,,,,,1,1,1,1,2,2,1,5,1,2,5,1,2,2,1,2,2,3,1,4,4,5,5,5,,0,0,4,1,23.2596732,23.2596732
17138098,1713809802,2,51,2,4/18/17,1,,1,8,1,3,1,1,1,,6,1,2,1,2,1,0,0,0,0,0,1,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,2,7,6,1,3,3,3,3,3,3,3,3,3,3,,,,,,5,2,,,5,5,2,5,1,5,5,5,5,3,4,5,5,5,5,5,,0,0,5,1,23.2596732,23.2596732
17138098,1713809803,3,51,2,4/18/17,2,,3,3,1,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033005100,530330051001,11601,,311,1,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,23.2596732,23.2596732
17138098,1713809804,4,51,2,4/18/17,2,,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033001702,530330017023,11601,,87,1,6,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,23.2596732,23.2596732
17138122,1713812201,1,51,2,6/1/17,0,,1,7,1,1,1,1,1,,6,1,1,6,,0,0,0,0,0,1,1,0,0,1,3,2,7,6,9,,,,,King County,53033008600,530330086002,11604,Seattle First Hill/Capitol Hill,584,,,,,,,,,,,,,,,,,,,1,6,7,1,7,7,,,,,,,,,,,,,1,1,2,2,5,5,5,5,5,5,5,1,1,1,1,1,4,4,4,6,6,6,6,6,,0,0,6,1,28.86714103,28.86714103
17138147,1713814701,1,12,2,5/4/17,0,,1,5,2,2,1,1,2,6,5,1,2,1,2,1,0,0,0,0,0,1,0,0,1,4,3,1,3,9,1,5,,,Pierce County,53053062600,530530626002,11501,Tacoma Mall,2961,1,King County,53033030006,530330300062,11612,Federal Way,1104,,,,,3,King County,53033029003,530330290031,11612,,1062,1,7,6,4,7,7,,,,,,,,,,,,,2,2,1,2,1,3,3,2,2,2,1,4,2,4,4,1,3,2,2,2,3,3,3,2,,0,0,2,1,1102.297006,1102.297006
17138147,1713814702,2,12,2,5/4/17,1,,2,5,1,1,1,1,1,,2,1,1,1,2,1,0,0,0,0,0,1,0,0,1,3,2,1,3,9,2,5,,,Pierce County,53053072311,530530723113,11502,University Place,2972,3,,,,,,,,,,,,,,,,,,1,7,6,5,7,7,,,,,,,,,,,,,2,1,1,1,2,4,1,1,1,1,1,5,5,5,5,5,6,1,3,2,2,2,2,2,,0,0,4,1,1102.297006,1102.297006
17138161,1713816101,1,23,1,5/16/17,0,0,1,10,2,6,,0,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,3,7,6,,,,,,,,,,,,,,,,,3,3,,,6,5,4,1,1,1,2,1,4,4,4,3,3,4,4,6,1,0,0,26,1,24.23683276,24.23683276
17138161,1713816102,2,23,1,5/16/17,5,0,3,6,1,1,1,1,1,,7,1,2,2,2,1,0,0,0,0,0,1,0,0,1,3,2,1,1,8,1,1,,1,King County,53033008600,530330086001,11604,Seattle First Hill/Capitol Hill,585,1,Chelan County,,,,,,,,,,,,,,,,,1,2,2,1,7,5,2,2,1,3,3,3,3,3,3,3,3,,2,1,4,3,,,,,,,,,,,,,,,,,,,,,1,0,0,43,1,24.23683276,24.23683276
17138193,1713819301,1,33,2,5/24/17,0,,1,10,2,3,1,1,1,,7,1,1,2,2,1,0,0,1,0,0,0,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,3,7,6,,,,,,,,,,,,,,,,,2,3,,,2,2,2,1,1,1,1,1,2,2,2,5,5,5,5,5,,0,0,13,1,12.5,12.5
17138225,1713822501,1,1,2,4/19/17,0,,1,9,2,1,1,1,1,,5,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,8,7,9,,,,,King County,53033008100,530330081002,11603,Seattle Downtown,538,,,,,,,,,,,,,,,,,,,1,2,7,5,7,7,2,3,1,3,3,3,3,3,3,3,3,,4,1,3,4,5,5,5,5,5,5,5,1,1,1,1,1,,,,-9999,-9999,-9999,-9999,-9999,,0,0,4,1,479.9918128,479.9918128
17138256,1713825601,1,22,2,5/18/17,0,,1,7,1,1,1,1,1,,6,1,1,1,2,1,0,0,0,0,0,0,0,1,1,2,2,1,2,8,2,3,,1,King County,53033023804,530330238042,11608,Bellevue,1548,1,King County,53033023804,530330238043,11608,Bellevue,1551,,,,,,,,,,,,1,6,7,2,7,6,,,,,,,,,,,,,2,1,1,2,3,3,3,3,4,3,2,1,1,1,1,1,4,4,4,5,5,5,5,5,,0,0,2,1,16.1,16.1
17138308,1713830801,1,51,2,4/6/17,0,,1,6,1,2,2,1,2,6,3,1,,2,2,1,0,0,0,0,0,1,0,0,1,4,2,6,1,10,,,,,King County,53033009300,530330093003,11605,,707,3,,,,,,,,,,,2,King County,53033008400,530330084001,11603,Seattle First Hill/Capitol Hill,552,1,5,1,1,7,6,2,3,1,3,3,3,3,3,3,3,3,3,1,1,1,1,4,5,5,4,5,3,4,2,1,2,3,3,5,3,3,,,,,,,0,0,5,1,24.87952885,24.87952885
17138332,1713833201,1,13,2,5/10/17,0,,1,7,2,2,1,1,2,6,6,1,1,2,2,1,0,0,0,0,0,1,0,0,1,4,4,1,2,9,1,5,,,King County,53033020200,530330202005,11606,,1837,2,,,,,,,Portland,,37,0,4,King County,53033008600,530330086002,11604,Seattle First Hill/Capitol Hill,584,1,5,7,4,5,7,1,2,1,3,3,3,3,3,3,3,3,3,1,1,1,1,5,5,5,5,5,5,5,1,3,1,1,1,3,2,3,6,6,6,6,6,,0,0,7,1,1822.803566,1822.803566
17138343,1713834301,1,2,2,4/12/17,0,,1,8,1,3,1,1,1,,6,1,1,2,2,1,0,0,0,0,0,0,0,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,5,7,7,,,,,,,,,,,,,,,,,5,5,,,6,5,5,1,2,2,2,1,4,5,4,6,6,6,6,6,,0,0,2,1,550.6370874,550.6370874
17138343,1713834302,2,2,2,4/12/17,1,,3,8,2,5,,0,1,,6,1,1,2,2,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,550.6370874,550.6370874
17138343,1713834303,3,2,2,4/12/17,2,,3,3,4,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Snohomish County,53061052108,530610521081,11704,,2436,1,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,550.6370874,550.6370874
17138351,1713835101,1,55,2,6/1/17,0,,1,9,2,6,,0,1,,5,3,,6,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,2,7,7,2,2,1,3,1,3,2,3,3,3,3,,,,,,5,5,,,5,5,5,6,6,6,6,6,,,,-9999,-9999,-9999,-9999,-9999,,0,0,7,1,15.34234441,15.34234441
17138361,1713836101,1,42,1,5/16/17,0,0,1,6,1,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,2,1,1,8,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,3,7,7,2,2,2,1,3,3,3,3,3,3,3,,1,1,3,2,2,3,2,2,2,2,2,2,4,4,3,1,,,,-9999,-9999,-9999,-9999,-9999,1,0,1,18,4,2.65,0.6625
17138361,1713836102,2,42,1,5/16/17,1,0,1,6,2,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,1,0,0,1,2,2,7,2,9,,,,,King County,53033032309,530330323092,11607,Redmond Downtown,1654,2,,,,,,,madison,,50,0,,,,,,,,1,6,7,3,7,7,,,,,,,,,,,,,1,1,1,1,3,3,4,3,3,2,2,1,1,1,1,1,4,4,4,4,5,5,5,5,1,0,0,25,4,2.65,0.6625
17138387,1713838701,1,59,1,5/9/17,0,1,1,7,1,1,1,1,1,,7,1,1,2,2,1,0,0,0,0,0,0,1,0,1,2,2,1,1,2,2,1,150,0,King County,53033005302,530330053023,11602,Seattle University Community,302,2,,,,,,,Mount Berry,30165,10,0,,,,,,,,1,6,6,6,7,7,,,,,,,,,,,,,4,4,4,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,0,0,41,4,4.251180249,1.062795062
17138387,1713838702,2,59,1,5/9/17,2,0,3,2,2,,,0,,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,King County,53033000100,530330001003,11602,,20,1,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,29,4,4.251180249,1.062795062
17138391,1713839101,1,1,2,4/12/17,0,,1,9,1,6,,0,1,,5,1,1,3,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,5,7,7,,,,,,,,,,,,,,,,,5,3,,,5,5,2,2,4,2,2,4,5,5,5,5,5,5,5,5,,0,0,2,1,487.3822837,487.3822837
17138391,1713839102,2,1,2,4/12/17,1,,2,10,2,6,,0,1,,6,1,2,3,,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,5,7,7,,,,,,,,,,,,,,,,,5,5,,,5,5,5,2,2,2,2,2,5,5,5,5,5,5,5,5,,0,0,2,1,487.3822837,487.3822837
17138401,1713840101,1,57,2,4/6/17,0,,1,6,1,1,1,1,1,,6,1,1,1,2,1,0,0,1,0,0,1,0,0,1,2,2,12,2,9,,,,,King County,53033010900,530330109002,11605,,761,1,King County,53033023401,530330234012,11608,,1509,,,,,,,,,,,,1,3,6,4,4,5,2,3,1,3,3,3,3,3,3,3,3,,1,1,3,2,1,1,1,1,3,1,2,2,2,2,1,1,1,1,1,5,5,5,5,5,,0,0,6,1,7.618305533,7.618305533
17138401,1713840102,2,57,2,4/6/17,1,,2,6,2,1,1,1,1,,6,1,1,1,2,1,1,0,0,0,0,1,0,0,1,3,2,1,3,9,2,5,,,King County,53033032208,530330322083,11609,Issaquah,1444,1,King County,53033009300,530330093003,11605,,726,,,,,,,,,,,,1,5,7,5,6,6,2,3,1,3,3,3,3,3,3,3,3,,1,1,2,2,3,3,3,3,3,3,3,2,2,1,1,2,4,4,4,5,5,5,5,5,,0,0,4,1,7.618305533,7.618305533
17138406,1713840601,1,12,2,5/17/17,0,,1,7,2,7,,0,1,,7,1,1,1,2,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,1,7,6,,,,,,,,,,,,,,,,,1,5,,,2,3,1,2,3,5,1,5,6,4,6,5,5,5,5,5,,0,1,9,1,191.3745588,191.3745588
17138406,1713840602,2,12,2,5/17/17,2,,3,1,2,,,0,,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,191.3745588,191.3745588
17138429,1713842901,1,32,2,5/11/17,0,,1,9,1,1,1,1,1,,5,1,1,2,1,0,0,0,0,0,0,1,0,0,1,2,5,1,1,9,1,5,,,Cowlitz County,,,,,,1,King County,53033022001,530330220012,11606,,1769,,,,,,,,,,,,1,5,7,4,7,7,2,3,1,3,3,3,3,3,3,3,3,,2,2,2,1,5,2,5,5,5,5,3,1,3,1,1,1,6,3,6,6,6,6,6,6,,0,1,3,1,12.225,12.225
17138470,1713847001,1,59,1,4/18/17,0,0,1,8,1,2,1,1,1,,6,1,1,1,2,1,0,0,0,0,0,1,0,0,1,5,3,1,4,9,1,5,,,King County,53033000100,530330001003,11602,,20,3,,,,,,,,,,,,,,,,,,1,7,7,3,7,7,,,,,,,,,,,,,1,1,1,1,4,4,4,4,4,4,4,2,2,2,2,2,6,6,6,5,5,5,5,5,2,1,0,40,1,4.254106179,4.254106179
